content,score,Label
"Parah banget nih Aplikasi.... Lemot nya ⭐5 malah lebih lancar Aplikasi si hijau gak ada lemot nya ..... Parah asli ... Ingin cari sesuatu ja, sampe nunggu 2 sampai 5 menit ... Itu mah keburu jepang datang",1,Negatif
"dulu gak ada yg namanya potongan biaya admin ketika mau isi saldo SPay, mau tf ke rekening juga gratis tanpa potongan biayaya admin. Tapi sekarang semuanya serba kepotong, dan bunga juga SPay Later juga semakin tinggi. cukup tahu",2,Negatif
"Saya sudah sangat lama menggunakan aplikasi shopee, baru kali ini benar"" merasa kesulitan, di posisi saya yg sedang terdesak, saya menggunakan aplikasi shopee untuk memindahkan uang ke rekening bank saya, biasanya tidak ada masalah namun kenapa saat ini seperti benar"" di persulit, saya hubungi cs (Lala)katanya saya baru menambahkan rekening, sudah jelas rekening atas nama saya sudah saya gunakan berpuluh puluh kali !",1,Negatif
"bantuannya ribet,ga ada telpon langsung,hanya ada di member platinum,chat yang jawab robot,kirim email, banyak isi data,mo komplein jadi males,bikin nysek dada payah,harusnya ada kemudahan pengaduan,kurir shopeenya ga tau s o p,masa ada barang cod, kirim lewat terus,harusnya konfirmasi dulu dong,jangan langsung liat toko tutup, maen kabur aja,orang nungguin barang jadi ga nyampe nyampe,ujung ujungnya batal beli barang,gara gara kurir shopee ambil tindakan sepihak aja,payah.",1,Negatif
"Aplikasinya berat, gak mau respon sinyal, ngeleg,, kebanyakan loading titik 3, ujung² periksa koneksi, padahal koneksi, 450 KB per detik. Mohon maaf setelah saya perbaharui masih lemot, saya pindah ke sebelah. Salah satu contoh untuk pembayaran, loading titik 3 nya sampe muncul 4 kali dengan jenis yang berbeda, untuk apa 😂Developernya 😡anjay,",1,Negatif
"Lawak banget ini shoope ,paket kok tiba tiba di kembali kan lagi kepenjual?ga ada konfirmasi atau kurir ngechat kalo paket nya mau dikembalikan! Padahal cape banget nunggu nya eh malah di kembalikan emang paling bener unstal ni apk!",1,Negatif
"Buat keperluan belanja online ok,tapi janganlah dikit-dikit update aplikasi,tambah nge bug,dan makin lemot,kalo bisa yg lebih ringan aj aplikasi nya,ukuran lite gitu tapi fitur lengkap,maksih",4,Positif
Kalo bisa si kasih setenggah bintang aja dulu sudah oke baru kasikan lagi yg setengahnya... Sudah aplikasinya lelet prosesnya pun lelet katanya bebas ongkir eh tau taunya ongkir juga. Terbalik yg jadi raja bukan yg beli tetapi yg jual pula yg jadi raja... Pastikan aflikasinya pastikan toko tokonya baru peckin.. Tolong deh buat kenyamanan kosumen.,1,Negatif
"Saya menyukai apk ini.. Hanya saja sedikit masukan, untuk layanan chat dgn admin shopee agar bisa lebih di kembangkan lagi. Dan juga masalah keamanan transaksi jual beli antara penjual dan pembeli, agar TDK ada pihak yg dirugikan. Seperti halnya pembeli menerima barang yg TDK sesuai dgn pesanannya, agar untuk proses pengembalian dana nya TDK di buat rumit. Karna TDK semua pembeli paham dgn cara mengembalikan barang agar uangnya kembali.",5,Positif
"gratis ongkirnya ga bener"" 0 padahal dulu bisa sampe 0. sekarang paling kecil 8000/7000 😭😓. juga kebanyakan potongan ongkir untuk spay/cod, yang melalui Indomaret/kemitraan berbayar jarang banget. padahal lebih mudah itu di tempatku:(",2,Negatif
Setelah diupdate malah suka lag setiap liat video di shopee 😑😑😑 Padahal cek video2 di shopee buat dijadiin acuan buat beli atau enggak suatu produk tp malah lag melulu terus tiba2 keluar sendiri aplikasinya 😑😑😑,1,Negatif
"Min kenapa sekarang ada biaya penanganan sama layanan? gausah kasih gratis ongkir berkedok vocher minimal 0 min padahal sama aja semakin besar harga barangnya semakin besar biaya penanganan sama pelayanan nya, kek ga kira² biaya nya apalagi kalo kita pesan harga yg 100 lebih/200 lebih itu udah kaya bayar ongkir ya emang ongkir nya 0 tapi biaya nya pindah ke pelayanan sama penanganan.",3,
"kenapa ya tiap mau bayar make shoopepay selalu muncul tulisan demi keamanan akun anda pembayaran dibatalkan, pdhl akun aku uda verifikasi saldo nya juga lebih tapi pembayaran nya gagal mulu, tolong pihak shoopee ini kenapa ya",1,Negatif
"Tolong sistem aplikasi di teliti kembali.. Sy sampe ga jadi beli cuma gara ongkir yg sy rasa ga susuai alias mahal banget, cuma mau beli karet balon 2, sampe ga jadi beli.. Dan sy ganti pengiriman lewat kargo Sistem pembayaran cod ga bisa.. Tolong di teliti dan per baiki..",3,
"love & go shopee.. mempermudah untuk mencari produk yg tidak umum dipasaran.. harga flexib & spesifikasi lengkap, banyak gratisan & potongannya.. kalo bisa tolong dibatasi penjual / toko nama plagiat, produk plagiat, dengan ngasi harga yang ngga co2k, yang onlinenya hanya sekali2, supaya pembeli ngga bingung.. untuk sistem, tampilan menunya tolong dibuat lebih simple & sederhana, kurangi tampilan animasi yang bergerak, supaya android ram kecil ngga ngelag, ngga ngefrez, ngga boros dibaterai..",5,Positif
"Dulu saya pikir hp saya yg bikin lemot , tp udah ganti hp ram 4 , game ngak ada , sama aja lemot .... Terlalu ngikutin trend video tiktok tp ngak di upgrade sistem nya .... Lemot buanget ngak lezat dan bergigi .",1,Negatif
"Aplikasi berat, loading lama dan sering sekali loading nge-blank warna putih. Sudah punya akun mau masuk ribet setengah mati, verifikasi selalu gagal padahal email dan nomor telepon sudah benar. Ganti password sudah verifikasi via WhatsApp, giliran login password katanya salah padahal sebelumnya password sudah ganti. Dulu mau verifikasi jadi seller ribetnya setengah mati. Eh ini sekedar login akun customer gagal terus, Padahal MP lain lancar semua. Jadi maunya apa ya shopee ini?🤦🏽‍♂️",2,Negatif
"Sebenarnya suka banget sama aplikasi ini,tapi semakin kesini semakin lemot...perlu waktu sampai 5 menit baru bisa connect... padahal udh di log in ulang sama clear cache juga...",3,
"skrg kok jadi lemott bgtttt dah, ini gimana si org liat ulasan yg lain banyak bilang lemot tp ga ada tindakan apa kek, malah diingetin ini itu. sebelum kita komplen gini juga udh searching dulu kali buat ngatasin lemotnya, emg dasar aplikasi nya aja ga sih hadehhh",1,Negatif
"Performa nya lelet parah...,pdahal jaringan dan device sudah memadai..,tolong hilangin fitur yg gk perlu spt shopee video dan live bener2 gk ada gunanya yg ada malah memperberat aplikasi",1,Negatif
"Pilihan ekspedisi gak fair. Justru ekspedisi yang bermasalah yang sering dapat. Mau rubah setelah chekout, tambah kerjaan. Harusnya di awal.",1,Negatif
Shopee lagi pelit banget gratis ongkir paylatter nya 😭 udah setengah bln gk belanja² grgr gak dpt² gratis ongkir paylatter kaya biasanya. Cuma dpt pas tgl cantik doang itu pun 3 pilihan yg di pesan gk bisa bnyk...huhuhhu,2,Negatif
Shoope jadi aplikasi begini ya padahal dari dulu pake sampai sekarang sudah jadi member platinum serasa gk dapat benefit apa apa promo tidak ada harga sekarang jadi naik gk ngotak makasih saya sekadang sudah mengurangi dan coba pindah ke toko sebelah meski berat sekali tapi yasudahlah,1,Negatif
"Banyak kemudahan membeli perlengkapan bengkel, rumah dll, dibekali juga paylater. Sejauh ini sangat bagus. Saran saya yang perlu ditingkatkan aplikasi nya dibuat ringan untuk berbagai tipe HP, maksudnya jangan berat loading nya, agak lama, kadang penasaran kita jadi kalah karena loading nya lambat..",4,Positif
"Sebenarnya, app nya udah bagus, selalu menayangkan saran produk baru yang menarik dan sebagainya. Tapi sepertinya ada bug di game Shopee Capit nya; setiap kali main yang bagian bonus, saat mau capit koin, malah jatuh lagi alias tidak terambil. Jadinya rugi. Sudah 3 kali (900 koin habis) dan terus gagal, padahal koinnya pas banget dibawah capitan nya, jadi seharusnya langsung bisa terambil dong? Tolong diperbaiki bug nya. Jaringan internet lancar jaya, tapi kok app nya malah error terus??",5,Positif
"Developer apk nya gimana dah, niat mau komplitin apk malah makin bnyk bug. Pencarian barang di toko yang sama gk ditemukan, padahal jelas ada. Sudah DN smpe email bilang nya restart, cache sm jaringan 🤣 jgn maksain ada Shopee video 🤣cukup ig, tekotok, FB dan YouTube short",1,Negatif
"Terimakasih shoope, sangat membantu terutama untuk barang2 yg tidak ada stock didomisili kita bisa order lewat shoope, pengiriman sesuai schedule, terpercaya.",5,Positif
"gak pernah sekalipun log out akun selama hampir lebih 5 tahun pakai apk ini, tapi tiba tiba pas buka apk ini akun ter log out dengan sendirinya, gimana caranya mengembalikan akun sedangkan email, no hp saja sudah ganti, hangus sudah saldo 300k",1,Negatif
Tolong di perbaiki aplikasinya semakin lemot saat scroll2. Dan semakin berat. Sering sekali tidak bisa di kembalikan saat melihat2 produk. Harus di close dulu baru di buka lagi. Jadi badmood mau belanja pun. TOLONG PERBAIKI !!,2,Negatif
"Loadingnya lama,lelet aplikasi di update sama sja..bahkan terkadang lbh parah..Kalau harga memang murah di banding olshop lain,, sering kami alami yg buat kecewa pelapaknya tdk transparan dlm memberikan barang yg datang(di jual) pd konsumen/pembeli.. Tidak sesuai deskripsi,foto/video..",3,
"Sebenarnya aplikasi ini bagus cuman agak nyebelin tuh pas bagian keranjang nya, mau scroll ke bawah tuh balik lagi balik lagi trus kenapa barang yang ada di keranjang yang sudah tidak ada produk nya d simpan di bawah, harusnya di simpan di etalase awal biar bisa di evaluasi lagi🙏",2,Negatif
"Enak belanja di apl ini, nyaman karna ada hiburan nonton videonya dan dpat bayaran, dan moga aja kalo update2 yg akan datang gak kek apl yg lain yg awal nya emang nyaman dipake karena membayar lama kelamaan tiap update malah macet bayarnya. Selama ini shopee masih yang terbaik dlm hal memberikan pilihan video dari berbagai jenis genre, saya menyarankan buat pengguna yg ingin mencari hiburan dan cari cuan sambil belanja aplikasi ini sangat cocok",5,Positif
"shopee sekarang kok lelet banget sih,,tolong di kondisikan donk,,jaringan full terus kok buka aplikasi shopee lama amat,,tapi kalau buka aplikasi yang lain bisa cepet amat, parah sekarang shopeenya",2,Negatif
"Hi Admin, sekarang kok mulai susah ya, buat chat langsung ke agent SHOPEE, sebelum sebelumnya mudah, dan solusi pun teratasi. Jika setiap chat Pembeli ada peringatan karena mencantumkan no HP, alangkah baiknya dipesan antar pembeli ke penjual ada fitur APUS, sehingga pembeli tidak dapat membaca, atau tidak otomatis jangan sampai terkirim ke pihak pembeli. Itu aja sih. Semoga untuk mitra SHOPEE nya ada juga pembayaran memakai sidik jari juga yaa...🙏🙏",5,Positif
"Deskripsi produk,huruf2 nya terlalu kecil2 dan kurang hitam..bagi yg mata nya kurang awas,kurang kebaca..inget min tidak semua orang yg baca org yg mata nya normal semua..jdi kurang enak tiap baca desktipsi product.",1,Negatif
"Skrg susah bgt pakai Free ongkir, dri yang 0 minimum pembelian sampe minimum belanja tetap gk bisa, dan ada yg gk bsa pakai COD padahal tertera tersedia COD. Kok maksa bgt wajib pakai Shopee pay dan gk dpt² free ongkir. Tapi slalu fpt program promo free ongkir maksudnya apa klo gk bsa dipakai untuk apa...!!! Sangat kecewa Shopee yg skrg.",1,Negatif
"Baru update knp aplikasi sering keluar sendiri, mau belanja gak bisa. Smntr shopeepay ada isinya. Gimana sih ini Lumayan. Makin ksini makin dibikin kesel",1,Negatif
"Alhamdulillah,,, Shopee sangat membantu, belanja apa saja tggal nggu di rumah, langsung di antara. Yng jelas harus jadi pembeli yang teliti dan cerdas ya, biar hasil orderan kita sesuai. Ok trimakasih",5,Positif
Banyak yg berubah sekarang. Trutama untuk kaum gratis ongkir. Dlu bisa co banyak barang sekaligus dan gratis ongkir. Sekarang hanya bisa co 3 barang yg bisa dapet gratis ongkir. Dan setiap pembelian dikenakan biaya penangganan. Kalau dlu hanya biaya cod aja. Dan skrng isi shopee pay lewat Alfamidi/Alfamart juga dikenakan biaya penangganan.,2,Negatif
"Bener-bener bikin kesel shopee yg sekarang. Update versi terbaru malah gabisa dibuka sama sekali. Mau beli paket data loading 5 menit gajadi jadi. Masalah chance udh dibersihin berkali kali. Jaringan juga gaada masalah. Di aplikasi lain lancar lancar aja. Tolong dong ini yg bermasalah dri shopeenya sendiri. Tolong dibenerin lagi aplikasinya ,kebanyakan bug video2 gajelas malah bikin aplikasinya berat.",1,Negatif
"Performa aplikasinya saya kurang suka, soalnya kecepatan respon aplikasi saat setelah diklik lambat sekali bahkan bisa sampai di atas 40 detik baru bisa masuk ke fitur yang dituju. Padahal untuk scroll lancar-lancar saja",3,
"Eh aplikasi rusak, dri beberapa hari yg lalu mau pesan baju g bisa bisa, pas search g muncul muncul gambar produknya loading nya kyk nunggu orang koma bangun, gara gara nih apk gw g sempat beli baju baru buat acara, saran aja klw mau update aplikasi yg bener klw g niat lanjutin yah hapus aja apk nya dri play store",1,Negatif
"Udah lama banget sekitar 4 bulan+ ga ada gratis ongkir rp.0 ke luar pulau jawa, kami ongkir 40rb lebih(lebih malah ongkir dari pada varang yang dibeli >...<, jawa mulu ada minimal 0, mungkin karena jawa adalah kunci. Kalo ada gratis ongkir rp.0 potongan 40rb ke luar pulau jawa gw tambahin 2 bintang lagi >_<",3,
"apasih gak jelas banget, kedatangan paket lama banget gak sesuai tanggal estimasi. aplikasi nya juga makin kesini makin lemot, padahal udah update.",2,Negatif
"cukup bagus..tapi tolong untuk penulisan alamat yg detail harap tidak membtasi karakter (penulisan) karena terkadang salah alamat ssat pesanan di antar di karenakan alamat yg kurang detail...ada lagi masalah di pencarian,sangan jauh dan tidak sesuai dengan barang yang di cari Contoh: kata kunci:Mata Kail...yang tampil bukan mata kail.malah makanan hewan peliharaan.ini sangat merepotkan..tolong segera di perbaiki.!!",1,Negatif
Bagus banget Cuma syg setiap kita order di toko tertentu pihak shopee tidak menentukan batas waktu ke tokoh..supaya mereka cepat sigap dan tepat waktu sampe di pelanggan nya.. Lah ini kami order 1 minggu yg lalu sampe sekrg blm di kirim ke alamat tujuan.. Jd maaf sy turunkan rating jadi 2 saja Sy turun kan rating nya ke 1 aja.. Sangat mengganggu .. Dikit² ada pemberithuan.. Risih banget setiap 10 smpe 15 menit hp bunyi terus dari shopeeee..😡😡😡😡,1,Negatif
"Di shopee ada yg namanya shopee paylater, jika kita membeli barang dengan jumlah yg terlihat di aplikasi, itu belum termasuk Bunganya, dan jika kita mengajukan pengembalian dana transaksi memakai paylater, bunganya ga bisa dibatalin, harus dibayar... Hati2 y kawan2 jika tidak mau terjerumus hutang yg belum tentu kita meminjamnya. Seperti saya yg harus membayar bunga, tapi saya ga minjem. Karena gara2 saya minta pengembalian dana dikarenakan barang ga sesuai.",1,Negatif
"Shopee sekarang parah banget. Setiap saya pesen barang pengiriman selalu lama, lebih dari 3 hari atau 4 hari paket tidak bergerak, masih ditempat yg samaa. Selalu melebihi estimasi pengiriman. Pas udah nyampe kota tujuan, status paket sedang diantar ke alamat tujuan, saya tunggu seharian tiba2 dapat notif paket dibalikin ke penjual, alasannya pembeli tidak dapat dihubungi atau tidak ada ditempat. Terus yg nunggu seharian dirumah siapaa? Arwah atau gimaanaa",1,Negatif
"Kenapa skrg makin makin gratis ongkir nya di batasi sama potongan nya kecil. Padahal dari dulu setia belanja hanya di shopee skrg beralih ke tiktokshop lebih murah+gratis ongkir nya bener2 0rupiah. Ambil untung bunga paylaternya jg gede,banyak loh konsumen yg pake spaylater. Biar setia harus nya jangan gede ambil bunga",1,Negatif
"Terima kasih shopee karena sudah mempermudah saya dalam belanja, tinggal klik barang yg mau di beli, lalu barang datang, ga perlu susah"" nyari lagi. Karena tdk semua barang mudah di cari di sekitar saya. Terima kasih shopee...",5,Positif
Tolong test di xiaomi 12 Lite untuk streaming live.. Karena waktu dipakai streaming dengan kamera depan di aplikasi Shopee hasilnya sangat buram.. Sedangkan waktu tidak di aplikasi Shopee hasilnya bagus.. Jadi kemungkinan belum di optimasi untuk xiaomi 12 lite padahal kamera aslinya bagus.. Mohon untuk diperbaiki.. Terima kasih...,2,Negatif
"Kenapa sih shoppe itu lelet kali sekarang,terus coba deh diperbaiki fitur untuk keranjangnya,susah kali kalau mau upgrade barang yg ada dikeranjang, kadang balek balek terus,kesal jadinya ..kenapa kalau ngapus barang dikeranjang harus satu satu,ngga ada fitur sekali hapus semua, giliran cek out bisa semuanya dipilih..jangan duit aja isi otak kalian..perbaiki tu aplikasi, selalu nyuruh org cek jaringan,org udah pake wifi juga masih hpnya disalahin🥴",3,
"Shopee sekarang gak nyaman kaya dulu. Cs onlinenya hanya sistem. Gak kaya dulu. Lalu fitur pengembalian barang malah nyamanan dulu. Dulu kalo penjual gak kasih alamat, ditegur sama pihak shoppe (penegahnya di diskusi) Sekarang tim penengah gak ada. Kalau seller gak kasih alamat tokonya ya gak bisa balikin. Bener2 payah!!! Pindah ke Blibli ajalah jelas. Pantes temenku pada pindah ke sana semua.",1,Negatif
"Lapor cs sudah,lapor pengguna akun sudah,tapi belum ada konfirmasi atas penipuan yg saya alami, coba saya kurangi bintangnya mudah2an cepat ditanggapi. Pesanan no. 211112C9PRG09K, pesan 2 pcs pinset tapi dikirim toko cuma 1 pcs, bukan masalah uang tapi toko ini harus ditindak karena menipu saya. smoga shopee bisa memberikan yang terbaik buat konsumennya, terima kasih shopee😐",5,Positif
"Sekarang banyak toko yg bisa pakai pengiriman instan 2 jam, nyatanya tidak segera di proses. Begitu juga ambil pengiriman sameday, 2 hari baru di pickup itupun setelah ajukan pembatalan,tp pembatalan di tolak. Tolonglah di seleksi lagi toko2 yg seperti itu. Kita ambil pengiriman instan pasti karena urgent juga.",3,
"Semakin pemalas semua,mulai aplikasi,penjual,Sampai kurirnya sudah malas semua,apl d buka lemot,penjual ngirimnya lama,kurirnya apa lagi tambah parah,dulu pesan sekarang,dtangnya besok atau lusa,kl sekarang pesan hari ini tp datangnya hampir 1mnggu,padahal d dalam kota sendiri",1,Negatif
"Kalo pake sistem kurir Shopee express selalu lama pengantaran nya, tapi ya gimana gratis ongkir cuma pake expedisi yg itu, beli makanan juga harga ongkir nya jauh lebih mahal dibanding harga makanan, padahal jarak nya ga sampe 5 menit. TOLONG SHOPEE DI PERBAIKI LAGI YA, makin lama sistem nya makin buruk, mau belanja disini lagi jadi malas.",1,Negatif
"Aplikasinya semakin lambat,lama sekali loading nya. Sering error, pilihan tiba2 hilang,padahal jaringan bagus dan aplikasi sudah diupdate. Udah 3 hari ini juga tdk bisa top up saldo shopee pay. Tlg diperbaiki lah.",1,Negatif
"Kecewa banget sama aplikasi shopee,masak tiap hari tiap Minggu berubah terus kebijakan nya, aku pikir ini aplikasi online ternyaman,ternyata enggak sama sekali,jujur kecewa bgt sih,karena chat cs jawabnya itu2 aja, dan ga ada perubahan,semoga konsisten seperti dulu ya ongkir murah, vocer banyak,skrng makin sukses makin banyak pengguna nya malah makin kikir kyknya,maap ya saya bicara apa adanya sesuai yg saya alami-_-",1,Negatif
"Pengiriman cepat tp adakalanya pengiriman lama tergantung tokonya..sm chat jg bgt ada yg langsung di balas ada juga yg tidak di balas..sy pernah kecewa 2x di tipu sm tokonya, bli mainan anak harga 50rb an yg datang malah holder hp yg harganya cm 10rb an..sdh chat gada tanggapan... Saran saya..shopee harus lebih seleksi lagi tokonya biar pembeli gada yg kena tipu..kasihan kan pembelinya, berharap yg datng sesuai ternyata malah sebaliknya.. Gitu aja shopee. Terima kasih",4,Positif
"Banyak tipuan memurut saya, dengan embel2 flasesale,Ada juga itu game mesin capet yg pakai koin. Capitan terlalu bobrok bngt Capitan nya. Dah habis banyak koin tpi gk dapat2. Dah muak saya . Trus kalau ada event2 di game shopee juga gk jelas pemenangnya. Mikir lah pakai otak, bakal banyak user Shopee yg ngasih bintang 1 dan Shopee bakal bangkrut kalau gini mulu. CAMKAN ITU!!!! saya bener2 kecewa skarang ke shopee",1,Negatif
"Setiap masukkan sepertinya nggak jadi bahan pertimbangan untuk versi barunya. Lagian kenapa tiap bulan update sih, kalau nggak diupdate nggak bisa CO. Padahal diupdate pun nggak ngaruh apa-apa misal jadi lancar Shopee nya, nggak lama memuatnya, atau hal lain yang bermasalah di Shopee. Padahal jaringan pengguna selalu lancar, tapi kalau sudah buka Shopee lemotnya minta ampun, nggak cuma di hp saya aja, di hp keluarga dan teman-teman saya.",1,Negatif
"Gk rekomendasi pake jasa shopee express point lama banget. Udah lebih dari 10hari barang belum sampai katanya gangguan tapi sampai sekarang masih belum sampai, udah gitu maps nya jadi gak bisa diliat dan gabisa komplain ke cs nya dishopee. Kalo barang saya sampai hilang bnr bnr fix shopee express point gak amanah bgt gak bisa kaga barang customer",2,Negatif
Bagus sih apk nya cuma untuk pengiriman paket hemat lama bgt... Bahkan bisa lewat dari batas waktu yg di tentukan... Kek maksa orang harus reguler aja gitu... Maaf ya kak jadi ku kasih bintang 4 deh... Bagusan yg dulu sih paket hemat ke Kalimantan cuma seminggu sampe kalo sekarang butuh 3-4 minggu...,4,Positif
"Ini shopee kenapa ya? Makin kesini bukannya makin bagus malah makin buruk, suka ngelag, keluar dari aplikasi sendiri, dan saat saya menekan opsi, tapi seolah tidak tertekan, sementara saat saya scroll layarnya itu bisa, tapi saat saya tekan lagi tetap saja tidak bisa. Tolong segera diperbaiki, jika sudah diperbaiki, saya yakin akan ada semakin banyak org yang menggunakan dan menyukai aplikasi ini.",2,Negatif
"Di update malah lemot, kalo aplikasi nya yang masalah kan gak bisa bayaran. Berarti abisan ya...akun lama juga prosesnya susah. Apalagi hp lama kita hilang..... Susahhhhh. Saya pengguna lama shopie",1,Negatif
"Update bulan ini aneh, pas mau buka laman flash sale malah loading lama, trus laman pencarian juga malah loading, gk muncul gambarx, mau buka profile keamanan juga loading lama, masih ngebug ini, please perbaiki, kita gk bisa cek barang ni klu kek gini terus",3,
"Gimana sih ini dev shopee,saya kalau tambah produk tambah gambarnya masuk ke file gambar,gambar barunya ada di urutan paling bawah,jadi nyarinya lama saya.Harusnya gambar baru itu ada di urutan atas.gak bisa di seting urutan lagi.tolong dah perbaiki...",5,Positif
Saya sangat kecewa dengan shopee terutama jasa pengirimnya. Ini sudah kedua kalinya saya kecewa karena masalah pengiriman barang mohon untuk ditindaklanjuti kurir yang kurang bertanggungjawab!!! Saya sudah berkali-kali memesan barang yang sama tapi selalu gagal hingga COD saya dimatikan 2 bln. Diawal kurir tidak pernah dtng dan menelpon lalu yg kedua kurirnya dtng menelpon tapi tidak sabaran. Kalo misalnya gk niat kasih gratis ongkir yasudah ditiadakan aja. Saya merasa ditipu kalo kyk gini!!!,2,Negatif
"Shopee banyak barang kw kualitas di bawah standart dan ngga sesuai gambar, banyak yang ketipu karena ngga sesuai gambar mohon di perbaiki di bantu blokir untuk akun yang seperti itu. Saya jadi kesulitan untuk nyari barang yang berkualitas di Shopee sekarang.",1,Negatif
"disengajakan pihak shopee,kalo nonton vidio lebih dari 5menit,vidionya lelet dan dipersulit pemutarannya, awalnya saya kira karena jaringan,pas saya coba pakai wifi,sama saja.",1,Negatif
Saya suka belanja di shopee..kualitas barang bagus sesuai yang kita harapkan..asalkan kita baca dengan teliti apapun itu...yang menjadi prosedur dari gambar yang kita lihat..pasti barang sesuai dengan gambarnya dan kita tidak kecewa.,5,Positif
Gila ni Aplikasi...gak jalas lagi ni Aplikasi. Kesalahan Aplikasi ini adalah 1 Pas mau chekoutnya lama 2 pas mau lihat² produk nya juga lemot banget gak kyk Aplikasi belanja online lainnya 3 pokoknya ni Aplikasi berat banget gak bisa di ajak cepet²,1,Negatif
"Apaansi lu, banyak tambahan biaya amat. Biaya layanan shopeenya 1k ditambah lagi biaya penanganan tf bank 1k, nanti² tambah biaya layanan apa lagi? Mending geser ke TOKOPAEDI Udah itu berat bet berat aplikasinya, jaringan lancar jaya, device mumpuni banget android, ip, windows hayuk. Tetep aja buka foto produk sama shopee video sering loadingnya setaun kadang ampe tidak bisa dimuat -_- Kalo gabisa handle banyak fitur di 1 aplikasi gausah maksa kocag, segala ada game. Orang donlot buat BELANJA",1,Negatif
"Aplikasi belanja yg paling dapat dipercaya,,, selama mengunakan aplikasi ini, blm perna kecewa dgn produk yg dipesan... Beda dgn lazada, yg kurang bertanggung jawab dgn produk2nya. Terus terang saya samapai sekarang tidak oerna menggunakannya lagi, karena beberapa kali pesanan TDK ada yg ORI",5,Positif
"Pertahankan yaa.. the best lah 👍😉 aku langganan belanja di shopee udh lama, suka bgt karna malas keluar. Diberi byk kemudahan di shopee, dulu byk gratis ongkir nya tp skrg sedikit bahkan jarang gratis ongkir nya, pdhal itu slh satu faktor aku semangat belanja di shopee. Semoga gratis ongkinya di banyakin lg yaa 😁, Terima kasih 💓",5,Positif
"Shopee makin kesini makin lemot apknya. Sistem ekpedisi skrng gk kyg dulu yg bisa milih sendiri. Update apk bukannya tambah lancar tp tambah lemot. Untuk order shoopefood jg gak sesuai, driver sudah diperjalanan tp di mapsnya masih di kedai/toko. Sekarang jg gak bisa lama2 buka apk shoope. Makin lama buka makin lemot.",1,Negatif
Lebih tingkatkan kualitas dalam pengecekan barang supaya tidak tertukar sehingga tercipta kepuasan yg maksimal terhadap pelanggan. Buat om kurir jangan asal ngembalikan barang customer ke penjual tanpa konfirmasi. Nelpon aja gak ada tau2 barang nya di kembalikan ke penjual.,3,
Aplikasinya makin lemot parah sekrang tambah gak muncul menu nya padahal paketan baru beli .. Bug nya parah tolong perbaiki sudah lama saya mengunakan shopee kok jadi gini lama lama.,2,Negatif
"Untuk memindah saldo shopepay ke rekening aja susah , disuruh masukan pin terus dan pin sudah dimasukan tapi ttep gak bisa dan akhirnya shopeepay saya di nonaktifkan dan uangnya jadi tidak bisa diambil .. tolong itu diperbaiki lagi kalo kayak gini bikin rugi orang",1,Negatif
"Saran: pengguna bisa milih data apa aja yang mau di install. shopee sekarang banyak game, event, dan fitur-fitur yang ga semua pengguna pakai, jadi yang ada malah membebani dan memperlambat aplikasi nya (bikin ngelag). Kita pengguna yang cuma tujuannya mau belanja doang jadi ga nyaman, menuhin memori dengan data-data dan fitur-fitur yang ga perlu. Terutama video kaya reels/tiktok nya dan mini game nya",1,Negatif
"Sering beli pulsa gamasuk atau double transaksi beli paket data, sudah jelas diawal transaksi gagal disuruh tunggu 10 menit untuk melakukan transaksi berikutnya. Sudah ditunggu saldo masih utuh dan coba lagi sukses eh malah ke double bayar transaksi akhirnya yang satu hangus, dan beli pulsa 4 hari masih di proses akhirnya di kembalikan setelah 4 hari",3,
"ongkir sangat mahal untuk akhir2 ini.. dibanding tiktok shop, selisih bisa sampe 30-40 rb.. ditambah dengan biaya penanganan, itu untuk apa? bnyak seller nipu, beda video beda barang, apk lemot, jawaban cs hanya ""pastikan gunakan jaringan stabil"" matamu stabil, apk lain aman2 aja.. pake tiktok shop sih lebih friendly user..",1,Negatif
"Shopee terkadang ngeleg,, sudah masuk tiba¹ keluar,, dan hp saya tiba¹ juga keriset semua ilang,, tapi tidak apa semenjak ada shopee,, aku bisa belanja tidak perlu keluar rumah paling lambat hnya 3 hari sajaa,, terimakasih shopee☜☆",3,
"selalu update tiap bulan, tapi apa yg di perbarui? malah blank. loading² tau² malah error terus, udah coba cek jaringan & sinyal handphone, bagus kok gaada masalah. mending kalo sebentar, kdg load nya lama banget, banyak fitur asing yg useless either, free shipping is starting to get difficult.",1,Negatif
"aplikasinya terlalu berat kayaknyaa.. asal buka dan lihat2 produk slalu memuat terus gambarnya..!! gk mungkin karna jaringan. org selalu ngikuti kuis gk pernah bermasalah jaringannya. tolong diperbaiki lagi aplikasi shopee nya,, biar ringan, mudah dan enak cari produk",1,Negatif
"Pengiriman pake shoope express bener2 lama sama sekali ga profesional, barang sudah lewat masa estimasi tapi belum sampai juga. Pas komplain ke costumer service malah dibilang suruh nunggu, eh ujungnya malah dibalikin dana nya. Ini 4 barang ketahan di 1 tititk yang sama gatau nasib nya gimana",1,Negatif
